Run_Seed,Key_ID,Project,Domain,Original_Nodes,Watermarked_Nodes,Payload_Bits,Encode_Time_ms,Verify_Time_ms,False_Positive_Check,Baseline_Verify,Black_Survival,Ruff_Survival,Autoflake_Survival,Pyupgrade_Survival,Canonical_Survival,Semantic_Survival,PatternGuided_Survival,Canonical_Node_Delta,Semantic_Node_Delta,PatternGuided_Node_Delta,Failure_Reason
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,2375,11895,672,539.66,154.33,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1743,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,41,41,672,43.52,0.29,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,4668,14188,672,1359.42,258.85,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1488,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,338,9858,672,613.35,436.81,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2103,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,3220,12740,672,820.22,424.74,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1639,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,315,315,672,19.42,2.93,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,4271,13791,672,868.09,366.21,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,581,10101,672,313.83,353.74,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2026,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,4209,13729,672,1014.41,691.51,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,148,9668,672,717.54,300.12,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2114,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,psf/requests,Utilities,487,10007,672,707.91,410.13,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2039,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,404,9924,672,714.86,342.25,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2056,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,637,637,672,40.93,5.12,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,1528,11048,672,943.48,285.21,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,513,10033,672,365.83,288.1,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2041,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,1444,10964,672,437.04,384.72,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1903,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,101,101,672,79.05,0.68,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,7,7,672,44.34,0.09,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,1077,10597,672,363.73,343.41,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1942,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,233,9753,672,240.51,682.82,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2092,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,199,9719,672,213.39,237.77,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2105,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,2274,11794,672,532.64,380.32,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,1097,10617,672,474.53,302.28,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,800,10320,672,361.17,251.14,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,364,9884,672,540.61,260.99,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.207,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,1191,10711,672,288.42,449.53,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1931,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,539,10059,672,549.86,196.67,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2046,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,999,10519,672,354.31,535.87,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1979,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,pallets/flask,Web Development,669,10189,672,206.92,65.52,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2032,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,110,9630,672,426.19,1114.7,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,15,15,672,5.36,0.12,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,245,9765,672,575.19,119.1,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2095,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,1006,10526,672,336.16,339.37,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1938,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,1091,10611,672,251.56,236.33,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1928,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,133,9653,672,174.78,393.72,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2113,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,7057,16577,672,2092.6,568.31,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1322,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,2447,11967,672,315.27,240.61,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.171,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,10337,19857,672,1137.01,1030.24,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1049,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,1038,10558,672,623.57,853.18,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.194,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,683,10203,672,586.36,366.9,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2001,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,10322,19842,672,1851.82,861.21,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,57,57,672,11.79,0.22,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,2410,11930,672,811.51,109.49,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1723,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,4840,14360,672,521.72,150.27,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,2522,12042,672,640.11,655.58,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1701,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,4240,13760,672,428.77,225.06,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1494,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,70,9590,672,94.17,113.47,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2259,11779,672,306.14,231.49,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,14,14,672,10.86,0.11,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,518,10038,672,38.14,86.02,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2042,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,ansible/ansible,DevOps/System,1117,10637,672,250.79,153.96,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1929,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,1486,11006,672,200.28,138.89,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1872,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,995,10515,672,414.59,319.07,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.194,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2119,11639,672,481.92,276.1,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1753,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,701,10221,672,379.49,279.14,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1996,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,586,10106,672,294.99,416.06,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.203,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,1396,10916,672,343.95,250.86,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1876,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,74,9594,672,272.86,144.08,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2128,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,1322,10842,672,227.2,416.22,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1893,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2116,11636,672,691.19,306.28,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1796,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,7355,16875,672,542.61,830.12,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1211,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,218,218,672,121.91,1.32,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,2947,12467,672,949.38,587.36,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1659,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,87,87,672,32.05,0.55,False,False,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,ERROR,0.0,0.0,0.0,Watermark Encoding Rejection
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,4533,14053,672,1275.69,245.1,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1509,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,12918,22438,672,2334.76,681.66,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1016,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,549,10069,672,257.71,442.06,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.2036,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,8399,17919,672,1295.52,337.41,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1239,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
0e54b312-881d-4981-b8cf-13d6cb7eef31,DEV_KEY_001,matplotlib/matplotlib,Data Visualization,9308,18828,672,1661.95,308.48,False,True,True,True,Crash: FileNotFoundError,Crash: FileNotFoundError,True,True,ERROR,0.1174,0.0,0.0,Runtime Crash: 'Assign' object has no attribute 'value'
